100,12800
200,19701
400,34750
800,64381
1600,124115
3200,242372
6400,468185
12800,927496
25600,1851873
51600,3755017
102400,7633675
204800,15444699
409600,30947901
819200,61880216
1638400,124528147
3276800,250356252
